titer_id	condition	timepoint	replicate	plaque_count	strain	fold_dilution	log10_dilution	surface	temperature	relative_humidity_pct	medium	medium_state	concentration_pct	chlorine_concentration_ppm	well_volume_ml	intercept_condition	timeseries_id
157	CC_4°C/40%_2022	20.0	2	0	2022	1	0.0	cotton	4.0	40.0	DMEM	surface		0.0	0.25	CC_4°C/40%_2022	CC_4°C/40%_2022_2_20.0
158	CC_4°C/40%_2022	20.0	3	0	2022	1	0.0	cotton	4.0	40.0	DMEM	surface		0.0	0.25	CC_4°C/40%_2022	CC_4°C/40%_2022_3_20.0
159	CC_4°C/45%_2003	0.0	1	2	2003	100	-2.0	cotton	4.0	45.0	DMEM	surface		0.0	0.25	CC_4°C/45%_2003	CC_4°C/45%_2003_1_0.0
160	CC_4°C/45%_2003	0.0	2	2	2003	100	-2.0	cotton	4.0	45.0	DMEM	surface		0.0	0.25	CC_4°C/45%_2003	CC_4°C/45%_2003_2_0.0
161	CC_4°C/45%_2003	0.0	3	3	2003	100	-2.0	cotton	4.0	45.0	DMEM	surface		0.0	0.25	CC_4°C/45%_2003	CC_4°C/45%_2003_3_0.0
162	CC_4°C/45%_2003	1.0	1	5	2003	10	-1.0	cotton	4.0	45.0	DMEM	surface		0.0	0.25	CC_4°C/45%_2003	CC_4°C/45%_2003_1_1.0
163	CC_4°C/45%_2003	1.0	2	1	2003	10	-1.0	cotton	4.0	45.0	DMEM	surface		0.0	0.25	CC_4°C/45%_2003	CC_4°C/45%_2003_2_1.0
164	CC_4°C/45%_2003	1.0	3	2	2003	10	-1.0	cotton	4.0	45.0	DMEM	surface		0.0	0.25	CC_4°C/45%_2003	CC_4°C/45%_2003_3_1.0
165	CC_4°C/45%_2003	3.0	1	2	2003	10	-1.0	cotton	4.0	45.0	DMEM	surface		0.0	0.25	CC_4°C/45%_2003	CC_4°C/45%_2003_1_3.0
166	CC_4°C/45%_2003	3.0	2	1	2003	10	-1.0	cotton	4.0	45.0	DMEM	surface		0.0	0.25	CC_4°C/45%_2003	CC_4°C/45%_2003_2_3.0
167	CC_4°C/45%_2003	3.0	3	1	2003	10	-1.0	cotton	4.0	45.0	DMEM	surface		0.0	0.25	CC_4°C/45%_2003	CC_4°C/45%_2003_3_3.0
168	CC_4°C/45%_2003	5.0	1	4	2003	1	0.0	cotton	4.0	45.0	DMEM	surface		0.0	0.25	CC_4°C/45%_2003	CC_4°C/45%_2003_1_5.0
169	CC_4°C/45%_2003	5.0	2	5	2003	1	0.0	cotton	4.0	45.0	DMEM	surface		0.0	0.25	CC_4°C/45%_2003	CC_4°C/45%_2003_2_5.0
170	CC_4°C/45%_2003	5.0	3	0	2003	1	0.0	cotton	4.0	45.0	DMEM	surface		0.0	0.25	CC_4°C/45%_2003	CC_4°C/45%_2003_3_5.0
171	CC_4°C/45%_2003	7.0	1	0	2003	1	0.0	cotton	4.0	45.0	DMEM	surface		0.0	0.25	CC_4°C/45%_2003	CC_4°C/45%_2003_1_7.0
172	CC_4°C/45%_2003	7.0	2	0	2003	1	0.0	cotton	4.0	45.0	DMEM	surface		0.0	0.25	CC_4°C/45%_2003	CC_4°C/45%_2003_2_7.0
173	CC_4°C/45%_2003	7.0	3	0	2003	1	0.0	cotton	4.0	45.0	DMEM	surface		0.0	0.25	CC_4°C/45%_2003	CC_4°C/45%_2003_3_7.0
174	CC_4°C/45%_2003	10.0	1	0	2003	1	0.0	cotton	4.0	45.0	DMEM	surface		0.0	0.25	CC_4°C/45%_2003	CC_4°C/45%_2003_1_10.0
175	CC_4°C/45%_2003	10.0	2	0	2003	1	0.0	cotton	4.0	45.0	DMEM	surface		0.0	0.25	CC_4°C/45%_2003	CC_4°C/45%_2003_2_10.0
176	CC_4°C/45%_2003	10.0	3	0	2003	1	0.0	cotton	4.0	45.0	DMEM	surface		0.0	0.25	CC_4°C/45%_2003	CC_4°C/45%_2003_3_10.0
177	CC_4°C/45%_2003	15.0	1	0	2003	1	0.0	cotton	4.0	45.0	DMEM	surface		0.0	0.25	CC_4°C/45%_2003	CC_4°C/45%_2003_1_15.0
178	CC_4°C/45%_2003	15.0	2	0	2003	1	0.0	cotton	4.0	45.0	DMEM	surface		0.0	0.25	CC_4°C/45%_2003	CC_4°C/45%_2003_2_15.0
179	CC_4°C/45%_2003	15.0	3	0	2003	1	0.0	cotton	4.0	45.0	DMEM	surface		0.0	0.25	CC_4°C/45%_2003	CC_4°C/45%_2003_3_15.0
180	Feces_liquid_2022	0.0	1	2	2022	10000	-4.0				Feces	liquid		0.0	0.25	Feces_liquid_2022	Feces_liquid_2022_1
181	Feces_liquid_2022	0.0	2	7	2022	10000	-4.0				Feces	liquid		0.0	0.25	Feces_liquid_2022	Feces_liquid_2022_2
182	Feces_liquid_2022	0.0	3	6	2022	10000	-4.0				Feces	liquid		0.0	0.25	Feces_liquid_2022	Feces_liquid_2022_3
183	Feces_liquid_2022	1.0	1	6	2022	10000	-4.0				Feces	liquid		0.0	0.25	Feces_liquid_2022	Feces_liquid_2022_1
184	Feces_liquid_2022	1.0	2	3	2022	10000	-4.0				Feces	liquid		0.0	0.25	Feces_liquid_2022	Feces_liquid_2022_2
185	Feces_liquid_2022	1.0	3	3	2022	1000	-3.0				Feces	liquid		0.0	0.25	Feces_liquid_2022	Feces_liquid_2022_3
186	Feces_liquid_2022	3.0	1	8	2022	1000	-3.0				Feces	liquid		0.0	0.25	Feces_liquid_2022	Feces_liquid_2022_1
187	Feces_liquid_2022	3.0	2	6	2022	1000	-3.0				Feces	liquid		0.0	0.25	Feces_liquid_2022	Feces_liquid_2022_2
188	Feces_liquid_2022	3.0	3	7	2022	10	-1.0				Feces	liquid		0.0	0.25	Feces_liquid_2022	Feces_liquid_2022_3
189	Feces_liquid_2022	5.0	1	10	2022	100	-2.0				Feces	liquid		0.0	0.25	Feces_liquid_2022	Feces_liquid_2022_1
190	Feces_liquid_2022	5.0	2	21	2022	100	-2.0				Feces	liquid		0.0	0.25	Feces_liquid_2022	Feces_liquid_2022_2
191	Feces_liquid_2022	5.0	3	21	2022	100	-2.0				Feces	liquid		0.0	0.25	Feces_liquid_2022	Feces_liquid_2022_3
192	Feces_liquid_2022	7.0	1	9	2022	100	-2.0				Feces	liquid		0.0	0.25	Feces_liquid_2022	Feces_liquid_2022_1
193	Feces_liquid_2022	7.0	2	9	2022	100	-2.0				Feces	liquid		0.0	0.25	Feces_liquid_2022	Feces_liquid_2022_2
194	Feces_liquid_2022	7.0	3	10	2022	100	-2.0				Feces	liquid		0.0	0.25	Feces_liquid_2022	Feces_liquid_2022_3
195	Feces_liquid_2022	10.0	1	12	2022	10	-1.0				Feces	liquid		0.0	0.25	Feces_liquid_2022	Feces_liquid_2022_1
196	Feces_liquid_2022	10.0	2	15	2022	10	-1.0				Feces	liquid		0.0	0.25	Feces_liquid_2022	Feces_liquid_2022_2
197	Feces_liquid_2022	10.0	3	15	2022	10	-1.0				Feces	liquid		0.0	0.25	Feces_liquid_2022	Feces_liquid_2022_3
198	Feces_liquid_2022	15.0	1	2	2022	10	-1.0				Feces	liquid		0.0	0.25	Feces_liquid_2022	Feces_liquid_2022_1
199	Feces_liquid_2022	15.0	2	2	2022	10	-1.0				Feces	liquid		0.0	0.25	Feces_liquid_2022	Feces_liquid_2022_2
200	Feces_liquid_2022	15.0	3	2	2022	10	-1.0				Feces	liquid		0.0	0.25	Feces_liquid_2022	Feces_liquid_2022_3
201	Feces_liquid_2022	20.0	1	0	2022	1	0.0				Feces	liquid		0.0	0.25	Feces_liquid_2022	Feces_liquid_2022_1
202	Feces_liquid_2022	20.0	2	0	2022	1	0.0				Feces	liquid		0.0	0.25	Feces_liquid_2022	Feces_liquid_2022_2
203	Feces_liquid_2022	20.0	3	0	2022	1	0.0				Feces	liquid		0.0	0.25	Feces_liquid_2022	Feces_liquid_2022_3
204	Feces_surface_2022	0.0	1	2	2022	10000	-4.0	polypropylene_plastic			Feces	surface		0.0	0.25	Feces_surface_2022	Feces_surface_2022_1_0.0
205	Feces_surface_2022	0.0	2	5	2022	10000	-4.0	polypropylene_plastic			Feces	surface		0.0	0.25	Feces_surface_2022	Feces_surface_2022_2_0.0
206	Feces_surface_2022	0.0	3	4	2022	1000	-3.0	polypropylene_plastic			Feces	surface		0.0	0.25	Feces_surface_2022	Feces_surface_2022_3_0.0
207	Feces_surface_2022	1.0	1	16	2022	1000	-3.0	polypropylene_plastic			Feces	surface		0.0	0.25	Feces_surface_2022	Feces_surface_2022_1_1.0
208	Feces_surface_2022	1.0	2	27	2022	1000	-3.0	polypropylene_plastic			Feces	surface		0.0	0.25	Feces_surface_2022	Feces_surface_2022_2_1.0
209	Feces_surface_2022	1.0	3	13	2022	1000	-3.0	polypropylene_plastic			Feces	surface		0.0	0.25	Feces_surface_2022	Feces_surface_2022_3_1.0
210	Feces_surface_2022	3.0	1	8	2022	100	-2.0	polypropylene_plastic			Feces	surface		0.0	0.25	Feces_surface_2022	Feces_surface_2022_1_3.0
211	Feces_surface_2022	3.0	2	32	2022	100	-2.0	polypropylene_plastic			Feces	surface		0.0	0.25	Feces_surface_2022	Feces_surface_2022_2_3.0
212	Feces_surface_2022	3.0	3	4	2022	1000	-3.0	polypropylene_plastic			Feces	surface		0.0	0.25	Feces_surface_2022	Feces_surface_2022_3_3.0
213	Feces_surface_2022	5.0	1	0	2022	1	0.0	polypropylene_plastic			Feces	surface		0.0	0.25	Feces_surface_2022	Feces_surface_2022_1_5.0
214	Feces_surface_2022	5.0	2	0	2022	1	0.0	polypropylene_plastic			Feces	surface		0.0	0.25	Feces_surface_2022	Feces_surface_2022_2_5.0
215	Feces_surface_2022	5.0	3	0	2022	1	0.0	polypropylene_plastic			Feces	surface		0.0	0.25	Feces_surface_2022	Feces_surface_2022_3_5.0
216	Feces_surface_2022	7.0	1	0	2022	1	0.0	polypropylene_plastic			Feces	surface		0.0	0.25	Feces_surface_2022	Feces_surface_2022_1_7.0
217	Feces_surface_2022	7.0	2	0	2022	1	0.0	polypropylene_plastic			Feces	surface		0.0	0.25	Feces_surface_2022	Feces_surface_2022_2_7.0
218	Feces_surface_2022	7.0	3	0	2022	1	0.0	polypropylene_plastic			Feces	surface		0.0	0.25	Feces_surface_2022	Feces_surface_2022_3_7.0
219	Feces_surface_2022	10.0	1	0	2022	1	0.0	polypropylene_plastic			Feces	surface		0.0	0.25	Feces_surface_2022	Feces_surface_2022_1_10.0
220	Feces_surface_2022	10.0	2	0	2022	1	0.0	polypropylene_plastic			Feces	surface		0.0	0.25	Feces_surface_2022	Feces_surface_2022_2_10.0
221	Feces_surface_2022	10.0	3	0	2022	1	0.0	polypropylene_plastic			Feces	surface		0.0	0.25	Feces_surface_2022	Feces_surface_2022_3_10.0
222	PP_21-23°C/40%_2022	0.0	1	8	2022	1000	-3.0	polypropylene_plastic	21.0	40.0	DMEM	surface		0.0	0.25	PP_21-23°C/40%_2022	PP_21-23°C/40%_2022_1_0.0
223	PP_21-23°C/40%_2022	0.0	2	15	2022	1000	-3.0	polypropylene_plastic	21.0	40.0	DMEM	surface		0.0	0.25	PP_21-23°C/40%_2022	PP_21-23°C/40%_2022_2_0.0
224	PP_21-23°C/40%_2022	0.0	3	23	2022	1000	-3.0	polypropylene_plastic	21.0	40.0	DMEM	surface		0.0	0.25	PP_21-23°C/40%_2022	PP_21-23°C/40%_2022_3_0.0
225	PP_21-23°C/40%_2022	1.0	1	25	2022	1000	-3.0	polypropylene_plastic	21.0	40.0	DMEM	surface		0.0	0.25	PP_21-23°C/40%_2022	PP_21-23°C/40%_2022_1_1.0
226	PP_21-23°C/40%_2022	1.0	2	19	2022	1000	-3.0	polypropylene_plastic	21.0	40.0	DMEM	surface		0.0	0.25	PP_21-23°C/40%_2022	PP_21-23°C/40%_2022_2_1.0
227	PP_21-23°C/40%_2022	1.0	3	12	2022	1000	-3.0	polypropylene_plastic	21.0	40.0	DMEM	surface		0.0	0.25	PP_21-23°C/40%_2022	PP_21-23°C/40%_2022_3_1.0
228	PP_21-23°C/40%_2022	3.0	1	9	2022	1000	-3.0	polypropylene_plastic	21.0	40.0	DMEM	surface		0.0	0.25	PP_21-23°C/40%_2022	PP_21-23°C/40%_2022_1_3.0
229	PP_21-23°C/40%_2022	3.0	2	12	2022	1000	-3.0	polypropylene_plastic	21.0	40.0	DMEM	surface		0.0	0.25	PP_21-23°C/40%_2022	PP_21-23°C/40%_2022_2_3.0
230	PP_21-23°C/40%_2022	3.0	3	20	2022	1000	-3.0	polypropylene_plastic	21.0	40.0	DMEM	surface		0.0	0.25	PP_21-23°C/40%_2022	PP_21-23°C/40%_2022_3_3.0
231	PP_21-23°C/40%_2022	5.0	1	5	2022	1000	-3.0	polypropylene_plastic	21.0	40.0	DMEM	surface		0.0	0.25	PP_21-23°C/40%_2022	PP_21-23°C/40%_2022_1_5.0
232	PP_21-23°C/40%_2022	5.0	2	7	2022	1000	-3.0	polypropylene_plastic	21.0	40.0	DMEM	surface		0.0	0.25	PP_21-23°C/40%_2022	PP_21-23°C/40%_2022_2_5.0
233	PP_21-23°C/40%_2022	5.0	3	2	2022	1000	-3.0	polypropylene_plastic	21.0	40.0	DMEM	surface		0.0	0.25	PP_21-23°C/40%_2022	PP_21-23°C/40%_2022_3_5.0
234	PP_21-23°C/40%_2022	7.0	1	0	2022	1	0.0	polypropylene_plastic	21.0	40.0	DMEM	surface		0.0	0.25	PP_21-23°C/40%_2022	PP_21-23°C/40%_2022_1_7.0
235	PP_21-23°C/40%_2022	7.0	2	0	2022	1	0.0	polypropylene_plastic	21.0	40.0	DMEM	surface		0.0	0.25	PP_21-23°C/40%_2022	PP_21-23°C/40%_2022_2_7.0
236	PP_21-23°C/40%_2022	7.0	3	1	2022	1	0.0	polypropylene_plastic	21.0	40.0	DMEM	surface		0.0	0.25	PP_21-23°C/40%_2022	PP_21-23°C/40%_2022_3_7.0
237	PP_21-23°C/40%_2022	10.0	1	0	2022	1	0.0	polypropylene_plastic	21.0	40.0	DMEM	surface		0.0	0.25	PP_21-23°C/40%_2022	PP_21-23°C/40%_2022_1_10.0
238	PP_21-23°C/40%_2022	10.0	2	0	2022	1	0.0	polypropylene_plastic	21.0	40.0	DMEM	surface		0.0	0.25	PP_21-23°C/40%_2022	PP_21-23°C/40%_2022_2_10.0
239	PP_21-23°C/40%_2022	10.0	3	0	2022	1	0.0	polypropylene_plastic	21.0	40.0	DMEM	surface		0.0	0.25	PP_21-23°C/40%_2022	PP_21-23°C/40%_2022_3_10.0
240	PP_21-23°C/40%_2022	15.0	1	0	2022	1	0.0	polypropylene_plastic	21.0	40.0	DMEM	surface		0.0	0.25	PP_21-23°C/40%_2022	PP_21-23°C/40%_2022_1_15.0
241	PP_21-23°C/40%_2022	15.0	2	0	2022	1	0.0	polypropylene_plastic	21.0	40.0	DMEM	surface		0.0	0.25	PP_21-23°C/40%_2022	PP_21-23°C/40%_2022_2_15.0
242	PP_21-23°C/40%_2022	15.0	3	0	2022	1	0.0	polypropylene_plastic	21.0	40.0	DMEM	surface		0.0	0.25	PP_21-23°C/40%_2022	PP_21-23°C/40%_2022_3_15.0
243	PP_21°C/45%_2003	0.0	1	4	2003	100	-2.0	polypropylene_plastic	21.0	45.0	DMEM	surface		0.0	0.25	PP_21°C/45%_2003	PP_21°C/45%_2003_1_0.0
244	PP_21°C/45%_2003	0.0	2	2	2003	100	-2.0	polypropylene_plastic	21.0	45.0	DMEM	surface		0.0	0.25	PP_21°C/45%_2003	PP_21°C/45%_2003_2_0.0
245	PP_21°C/45%_2003	0.0	3	3	2003	100	-2.0	polypropylene_plastic	21.0	45.0	DMEM	surface		0.0	0.25	PP_21°C/45%_2003	PP_21°C/45%_2003_3_0.0
246	PP_21°C/45%_2003	1.0	1	1	2003	100	-2.0	polypropylene_plastic	21.0	45.0	DMEM	surface		0.0	0.25	PP_21°C/45%_2003	PP_21°C/45%_2003_1_1.0
247	PP_21°C/45%_2003	1.0	2	4	2003	100	-2.0	polypropylene_plastic	21.0	45.0	DMEM	surface		0.0	0.25	PP_21°C/45%_2003	PP_21°C/45%_2003_2_1.0
248	PP_21°C/45%_2003	1.0	3	2	2003	100	-2.0	polypropylene_plastic	21.0	45.0	DMEM	surface		0.0	0.25	PP_21°C/45%_2003	PP_21°C/45%_2003_3_1.0
249	PP_21°C/45%_2003	3.0	1	11	2003	10	-1.0	polypropylene_plastic	21.0	45.0	DMEM	surface		0.0	0.25	PP_21°C/45%_2003	PP_21°C/45%_2003_1_3.0
250	PP_21°C/45%_2003	3.0	2	2	2003	100	-2.0	polypropylene_plastic	21.0	45.0	DMEM	surface		0.0	0.25	PP_21°C/45%_2003	PP_21°C/45%_2003_2_3.0
251	PP_21°C/45%_2003	3.0	3	0	2003	1	0.0	polypropylene_plastic	21.0	45.0	DMEM	surface		0.0	0.25	PP_21°C/45%_2003	PP_21°C/45%_2003_3_3.0
252	PP_21°C/45%_2003	5.0	1	0	2003	1	0.0	polypropylene_plastic	21.0	45.0	DMEM	surface		0.0	0.25	PP_21°C/45%_2003	PP_21°C/45%_2003_1_5.0
253	PP_21°C/45%_2003	5.0	2	0	2003	1	0.0	polypropylene_plastic	21.0	45.0	DMEM	surface		0.0	0.25	PP_21°C/45%_2003	PP_21°C/45%_2003_2_5.0
254	PP_21°C/45%_2003	5.0	3	0	2003	1	0.0	polypropylene_plastic	21.0	45.0	DMEM	surface		0.0	0.25	PP_21°C/45%_2003	PP_21°C/45%_2003_3_5.0
255	PP_21°C/45%_2003	7.0	1	0	2003	1	0.0	polypropylene_plastic	21.0	45.0	DMEM	surface		0.0	0.25	PP_21°C/45%_2003	PP_21°C/45%_2003_1_7.0
256	PP_21°C/45%_2003	7.0	2	0	2003	1	0.0	polypropylene_plastic	21.0	45.0	DMEM	surface		0.0	0.25	PP_21°C/45%_2003	PP_21°C/45%_2003_2_7.0
257	PP_21°C/45%_2003	7.0	3	0	2003	1	0.0	polypropylene_plastic	21.0	45.0	DMEM	surface		0.0	0.25	PP_21°C/45%_2003	PP_21°C/45%_2003_3_7.0
258	PP_21°C/45%_2003	10.0	1	0	2003	1	0.0	polypropylene_plastic	21.0	45.0	DMEM	surface		0.0	0.25	PP_21°C/45%_2003	PP_21°C/45%_2003_1_10.0
259	PP_21°C/45%_2003	10.0	2	0	2003	1	0.0	polypropylene_plastic	21.0	45.0	DMEM	surface		0.0	0.25	PP_21°C/45%_2003	PP_21°C/45%_2003_2_10.0
260	PP_21°C/45%_2003	10.0	3	0	2003	1	0.0	polypropylene_plastic	21.0	45.0	DMEM	surface		0.0	0.25	PP_21°C/45%_2003	PP_21°C/45%_2003_3_10.0
261	PP_21°C/45%_2003	15.0	1	0	2003	1	0.0	polypropylene_plastic	21.0	45.0	DMEM	surface		0.0	0.25	PP_21°C/45%_2003	PP_21°C/45%_2003_1_15.0
262	PP_21°C/45%_2003	15.0	2	0	2003	1	0.0	polypropylene_plastic	21.0	45.0	DMEM	surface		0.0	0.25	PP_21°C/45%_2003	PP_21°C/45%_2003_2_15.0
263	PP_21°C/45%_2003	15.0	3	0	2003	1	0.0	polypropylene_plastic	21.0	45.0	DMEM	surface		0.0	0.25	PP_21°C/45%_2003	PP_21°C/45%_2003_3_15.0
264	PP_28°C/65%_2003	0.0	1	2	2003	100	-2.0	polypropylene_plastic	28.0	65.0	DMEM	surface		0.0	0.25	PP_28°C/65%_2003	PP_28°C/65%_2003_1_0.0
265	PP_28°C/65%_2003	0.0	2	5	2003	100	-2.0	polypropylene_plastic	28.0	65.0	DMEM	surface		0.0	0.25	PP_28°C/65%_2003	PP_28°C/65%_2003_2_0.0
266	PP_28°C/65%_2003	0.0	3	6	2003	100	-2.0	polypropylene_plastic	28.0	65.0	DMEM	surface		0.0	0.25	PP_28°C/65%_2003	PP_28°C/65%_2003_3_0.0
267	PP_28°C/65%_2003	1.0	1	1	2003	100	-2.0	polypropylene_plastic	28.0	65.0	DMEM	surface		0.0	0.25	PP_28°C/65%_2003	PP_28°C/65%_2003_1_1.0
268	PP_28°C/65%_2003	1.0	2	1	2003	100	-2.0	polypropylene_plastic	28.0	65.0	DMEM	surface		0.0	0.25	PP_28°C/65%_2003	PP_28°C/65%_2003_2_1.0
269	PP_28°C/65%_2003	1.0	3	2	2003	100	-2.0	polypropylene_plastic	28.0	65.0	DMEM	surface		0.0	0.25	PP_28°C/65%_2003	PP_28°C/65%_2003_3_1.0
270	PP_28°C/65%_2003	3.0	1	0	2003	1	0.0	polypropylene_plastic	28.0	65.0	DMEM	surface		0.0	0.25	PP_28°C/65%_2003	PP_28°C/65%_2003_1_3.0
271	PP_28°C/65%_2003	3.0	2	0	2003	1	0.0	polypropylene_plastic	28.0	65.0	DMEM	surface		0.0	0.25	PP_28°C/65%_2003	PP_28°C/65%_2003_2_3.0
272	PP_28°C/65%_2003	3.0	3	0	2003	1	0.0	polypropylene_plastic	28.0	65.0	DMEM	surface		0.0	0.25	PP_28°C/65%_2003	PP_28°C/65%_2003_3_3.0
273	PP_28°C/65%_2003	5.0	1	0	2003	1	0.0	polypropylene_plastic	28.0	65.0	DMEM	surface		0.0	0.25	PP_28°C/65%_2003	PP_28°C/65%_2003_1_5.0
274	PP_28°C/65%_2003	5.0	2	0	2003	1	0.0	polypropylene_plastic	28.0	65.0	DMEM	surface		0.0	0.25	PP_28°C/65%_2003	PP_28°C/65%_2003_2_5.0
275	PP_28°C/65%_2003	5.0	3	0	2003	1	0.0	polypropylene_plastic	28.0	65.0	DMEM	surface		0.0	0.25	PP_28°C/65%_2003	PP_28°C/65%_2003_3_5.0
276	PP_28°C/65%_2003	7.0	1	0	2003	1	0.0	polypropylene_plastic	28.0	65.0	DMEM	surface		0.0	0.25	PP_28°C/65%_2003	PP_28°C/65%_2003_1_7.0
277	PP_28°C/65%_2003	7.0	2	0	2003	1	0.0	polypropylene_plastic	28.0	65.0	DMEM	surface		0.0	0.25	PP_28°C/65%_2003	PP_28°C/65%_2003_2_7.0
278	PP_28°C/65%_2003	7.0	3	0	2003	1	0.0	polypropylene_plastic	28.0	65.0	DMEM	surface		0.0	0.25	PP_28°C/65%_2003	PP_28°C/65%_2003_3_7.0
279	PP_28°C/65%_2003	10.0	1	0	2003	1	0.0	polypropylene_plastic	28.0	65.0	DMEM	surface		0.0	0.25	PP_28°C/65%_2003	PP_28°C/65%_2003_1_10.0
280	PP_28°C/65%_2003	10.0	2	0	2003	1	0.0	polypropylene_plastic	28.0	65.0	DMEM	surface		0.0	0.25	PP_28°C/65%_2003	PP_28°C/65%_2003_2_10.0
281	PP_28°C/65%_2003	10.0	3	0	2003	1	0.0	polypropylene_plastic	28.0	65.0	DMEM	surface		0.0	0.25	PP_28°C/65%_2003	PP_28°C/65%_2003_3_10.0
282	PP_28°C/65%_2003	15.0	1	0	2003	1	0.0	polypropylene_plastic	28.0	65.0	DMEM	surface		0.0	0.25	PP_28°C/65%_2003	PP_28°C/65%_2003_1_15.0
283	PP_28°C/65%_2003	15.0	2	0	2003	1	0.0	polypropylene_plastic	28.0	65.0	DMEM	surface		0.0	0.25	PP_28°C/65%_2003	PP_28°C/65%_2003_2_15.0
284	PP_28°C/65%_2003	15.0	3	0	2003	1	0.0	polypropylene_plastic	28.0	65.0	DMEM	surface		0.0	0.25	PP_28°C/65%_2003	PP_28°C/65%_2003_3_15.0
285	PP_28°C/65%_2022	0.0	1	9	2022	1000	-3.0	polypropylene_plastic	28.0	65.0	DMEM	surface		0.0	0.25	PP_28°C/65%_2022	PP_28°C/65%_2022_1_0.0
286	PP_28°C/65%_2022	0.0	2	28	2022	1000	-3.0	polypropylene_plastic	28.0	65.0	DMEM	surface		0.0	0.25	PP_28°C/65%_2022	PP_28°C/65%_2022_2_0.0
287	PP_28°C/65%_2022	0.0	3	18	2022	1000	-3.0	polypropylene_plastic	28.0	65.0	DMEM	surface		0.0	0.25	PP_28°C/65%_2022	PP_28°C/65%_2022_3_0.0
288	PP_28°C/65%_2022	1.0	1	24	2022	1000	-3.0	polypropylene_plastic	28.0	65.0	DMEM	surface		0.0	0.25	PP_28°C/65%_2022	PP_28°C/65%_2022_1_1.0
289	PP_28°C/65%_2022	1.0	2	32	2022	1000	-3.0	polypropylene_plastic	28.0	65.0	DMEM	surface		0.0	0.25	PP_28°C/65%_2022	PP_28°C/65%_2022_2_1.0
290	PP_28°C/65%_2022	1.0	3	9	2022	1000	-3.0	polypropylene_plastic	28.0	65.0	DMEM	surface		0.0	0.25	PP_28°C/65%_2022	PP_28°C/65%_2022_3_1.0
291	PP_28°C/65%_2022	3.0	1	9	2022	1000	-3.0	polypropylene_plastic	28.0	65.0	DMEM	surface		0.0	0.25	PP_28°C/65%_2022	PP_28°C/65%_2022_1_3.0
292	PP_28°C/65%_2022	3.0	2	7	2022	1000	-3.0	polypropylene_plastic	28.0	65.0	DMEM	surface		0.0	0.25	PP_28°C/65%_2022	PP_28°C/65%_2022_2_3.0
293	PP_28°C/65%_2022	3.0	3	8	2022	1000	-3.0	polypropylene_plastic	28.0	65.0	DMEM	surface		0.0	0.25	PP_28°C/65%_2022	PP_28°C/65%_2022_3_3.0
294	PP_28°C/65%_2022	5.0	1	6	2022	200	-2.3010299956639813	polypropylene_plastic	28.0	65.0	DMEM	surface		0.0	0.25	PP_28°C/65%_2022	PP_28°C/65%_2022_1_5.0
295	PP_28°C/65%_2022	5.0	2	2	2022	200	-2.3010299956639813	polypropylene_plastic	28.0	65.0	DMEM	surface		0.0	0.25	PP_28°C/65%_2022	PP_28°C/65%_2022_2_5.0
296	PP_28°C/65%_2022	5.0	3	0	2022	1	0.0	polypropylene_plastic	28.0	65.0	DMEM	surface		0.0	0.25	PP_28°C/65%_2022	PP_28°C/65%_2022_3_5.0
297	PP_28°C/65%_2022	7.0	1	0	2022	1	0.0	polypropylene_plastic	28.0	65.0	DMEM	surface		0.0	0.25	PP_28°C/65%_2022	PP_28°C/65%_2022_1_7.0
298	PP_28°C/65%_2022	7.0	2	0	2022	1	0.0	polypropylene_plastic	28.0	65.0	DMEM	surface		0.0	0.25	PP_28°C/65%_2022	PP_28°C/65%_2022_2_7.0
299	PP_28°C/65%_2022	7.0	3	0	2022	1	0.0	polypropylene_plastic	28.0	65.0	DMEM	surface		0.0	0.25	PP_28°C/65%_2022	PP_28°C/65%_2022_3_7.0
300	PP_28°C/65%_2022	10.0	1	0	2022	1	0.0	polypropylene_plastic	28.0	65.0	DMEM	surface		0.0	0.25	PP_28°C/65%_2022	PP_28°C/65%_2022_1_10.0
301	PP_28°C/65%_2022	10.0	2	0	2022	1	0.0	polypropylene_plastic	28.0	65.0	DMEM	surface		0.0	0.25	PP_28°C/65%_2022	PP_28°C/65%_2022_2_10.0
302	PP_28°C/65%_2022	10.0	3	0	2022	1	0.0	polypropylene_plastic	28.0	65.0	DMEM	surface		0.0	0.25	PP_28°C/65%_2022	PP_28°C/65%_2022_3_10.0
303	PP_28°C/65%_2022	15.0	1	0	2022	1	0.0	polypropylene_plastic	28.0	65.0	DMEM	surface		0.0	0.25	PP_28°C/65%_2022	PP_28°C/65%_2022_1_15.0
304	PP_28°C/65%_2022	15.0	2	0	2022	1	0.0	polypropylene_plastic	28.0	65.0	DMEM	surface		0.0	0.25	PP_28°C/65%_2022	PP_28°C/65%_2022_2_15.0
305	PP_28°C/65%_2022	15.0	3	0	2022	1	0.0	polypropylene_plastic	28.0	65.0	DMEM	surface		0.0	0.25	PP_28°C/65%_2022	PP_28°C/65%_2022_3_15.0
306	PP_28°C/65%_2022	20.0	1	0	2022	1	0.0	polypropylene_plastic	28.0	65.0	DMEM	surface		0.0	0.25	PP_28°C/65%_2022	PP_28°C/65%_2022_1_20.0
